elbow_angle,back_angle,hip_angle,knee_angle,exercise
179.4102607348501,175.1857997166057,168.0343898722621,158.75247894691967,pushup
175.90793963072508,176.2042619478823,165.9227761769868,150.76507172387645,pushup
159.26185616166282,162.87131678056556,143.96724645447313,124.28197856707588,pushup
164.73831838222856,175.32877596793324,165.4199336578932,152.84172256916145,pushup
179.3128686163543,176.06541685756366,164.362045417488,153.74415091342274,pushup
168.43689101457898,175.18331985210352,161.4110154943878,145.77176419807734,pushup
165.33546400013637,156.6927261536474,139.99196651962924,140.1814481082643,pushup
169.99349071426911,173.58359371703295,161.73106759423425,147.2645307806481,pushup
177.1931694264593,175.8882019088591,166.6945795457138,155.17522764185267,pushup
158.4884069410146,167.34071718396186,157.90447984592728,141.5422420493903,pushup
170.60289780834304,156.8930344718354,139.74618963438206,138.0170783997667,pushup
176.29938204250266,175.4072828473508,164.65124653686178,154.29716502072216,pushup
173.56544346666192,178.16595172036574,169.46645139336184,152.42997684791175,pushup
140.7774638973784,169.82828453127175,148.48257235030684,119.27410731085445,pushup
156.6120032964349,171.9745407505342,159.615645408099,131.25120521184397,pushup
164.15202738101002,115.45203219635476,160.90711097793323,103.90658732998044,pushup
126.08077956832662,132.65545150279962,170.2270662727039,121.46825416970655,pushup
177.86346452232155,104.50885005493768,148.80496099339655,110.60047845568248,pushup
154.2395759720009,119.03678249688416,162.2910203191906,118.94716182689702,pushup
126.70769597439516,117.81554632153345,164.92170944714348,110.26490535638122,pushup
131.76136978768824,125.768303530291,166.16083894871562,122.71530170338843,pushup
146.28342520670682,127.45346443349808,169.29543964211143,114.51515072935874,pushup
119.38280612609304,131.17001313098055,167.1763679794024,127.39205842928322,pushup
147.58492125457045,132.60400000327192,171.1019011003347,93.0752351968398,pushup
122.08498598388545,127.77724543480996,173.7689283365813,115.04707921735032,pushup
94.35847077188583,166.81229979447903,163.343027375831,172.78072844171217,pushup
169.94836302973735,164.6166699030827,159.21500091762243,168.29021176529588,pushup
172.7576253424438,165.15446627762336,163.70936472659315,177.03199051523114,pushup
165.18166488990715,165.74987669647447,165.40021099514107,179.290143769266,pushup
95.81111926532128,179.03496711199497,175.2681693138778,172.3393009336487,pushup
63.08833958886822,96.02795624297046,116.16487699968334,137.36366876128562,pushup
164.54992535576432,117.37515434375118,106.23170935517356,155.59573965474593,pushup
174.2865902844339,167.4705121755067,165.96726179215645,176.91316172827266,pushup
171.94213624324357,168.09170767697466,163.70238275098328,170.93057908804192,pushup
163.7851383993152,163.50025297530195,157.93012021623716,167.44312075150938,pushup
45.828852978893046,99.1642696993284,106.91736870958796,165.46293671035903,pushup
96.95497059483068,176.4158805064406,179.31759560392973,174.07252643754313,pushup
179.24412930452763,173.74545169884104,171.91569225349178,174.6064082976517,pushup
179.8685618345111,173.0129315025291,170.83645390607725,173.65296258551405,pushup
159.90698499816037,176.52554504143134,168.96778588512132,162.56880871801405,pushup
156.58379538503894,179.57201371014887,165.09766552333832,142.90215790546594,pushup
179.0077976974816,174.95153366929918,171.06934145974023,168.6574485856297,pushup
164.0088896280816,149.1680173376234,151.398348613633,174.86262045874378,pushup
135.64610275190077,176.75059482934114,159.04139220600916,146.42133136539007,pushup
158.67812267726617,167.89254286655537,163.3070872132905,168.38871219503838,pushup
128.13485414548956,141.17505821380385,174.9998912455356,130.96234097930252,pushup
170.0884114899142,161.63029191168172,154.74847215227047,160.6622243213309,pushup
179.7992928672439,165.3080140753965,170.97204317047542,167.19445051533933,pushup
157.30540970534278,171.74406112595392,169.82653354854014,176.21030185278406,pushup
123.19898206626588,127.24980224431904,117.1543741510693,160.18936026890162,pushup
165.84507449947617,166.92384095087652,160.61603238276692,162.6214928228427,pushup
153.90380859352274,149.10922306424254,161.1526829888566,148.63689168748004,pushup
157.7285777769971,155.81336480277673,157.4371723089171,176.58586571968644,pushup
157.8770861256856,176.02787877583228,177.3446449328066,176.5863653070191,pushup
125.33622964269873,97.19830696487873,96.11891294846149,178.06035006573077,pushup
158.344172131054,162.20227413742867,156.87046931142734,164.63390004654164,pushup
171.9245838019413,157.5344492024217,160.9515850195419,172.98358184640597,pushup
128.50124285725002,153.14560877563636,149.0367235945002,172.01028547696367,pushup
45.28608343683569,177.76926335843726,174.51709119574053,168.9624134020154,pushup
